"","Regional District","Year","Gender","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90+","Total"
"37000","North Okanagan","2007","F","359","1400","2022","2469","2605","2021","1885","1916","2320","2971","3438","3454","3096","2740","2276","1790","1644","1237","791","412","40846"
"37000","North Okanagan","2008","M","336","1437","2034","2541","2739","2354","1924","1971","2203","2616","3399","3172","2985","2634","2304","1851","1525","969","510","180","39684"
"37000","North Okanagan","2008","F","391","1433","2043","2415","2597","2049","1950","2065","2311","2858","3495","3493","3193","2883","2388","1819","1639","1261","810","444","41537"
"37000","North Okanagan","2009","M","352","1467","2016","2450","2694","2424","2076","2120","2213","2507","3335","3291","2987","2801","2416","1911","1533","1024","531","191","40339"
"37000","North Okanagan","2009","F","382","1493","2002","2413","2588","2091","2078","2159","2259","2757","3588","3496","3209","2993","2469","1914","1688","1260","855","458","42152"
"37000","North Okanagan","2010","M","393","1525","1974","2388","2633","2374","2079","2171","2167","2401","3148","3367","2977","2932","2435","1895","1592","1055","569","212","40287"
"37000","North Okanagan","2010","F","351","1532","1998","2322","2534","2094","2154","2225","2183","2548","3458","3455","3230","3040","2530","1934","1664","1290","873","472","41887"
"37000","North Okanagan","2011","M","381","1574","1991","2248","2719","2324","2013","2109","2151","2401","2964","3420","3047","3037","2453","2014","1570","1153","555","235","40359"
"37000","North Okanagan","2011","F","353","1496","1955","2174","2589","2125","2140","2188","2151","2497","3290","3533","3393","3127","2570","2065","1611","1364","871","540","42032"
"37000","North Okanagan","2012","M","357","1580","2018","2136","2712","2255","1988","2018","2119","2324","2799","3371","3139","3049","2559","2083","1583","1209","563","281","40143"
"37000","North Okanagan","2012","F","334","1466","1912","2141","2515","2093","2069","2160","2163","2416","3049","3537","3518","3124","2681","2147","1637","1406","856","589","41813"
"37000","North Okanagan","2013","M","339","1570","1999","2076","2598","2260","1887","2098","2071","2304","2652","3315","3248","3066","2697","2203","1627","1213","591","297","40111"
"37000","North Okanagan","2013","F","357","1402","1949","2119","2429","2009","2031","2135","2239","2356","2880","3580","3567","3209","2817","2219","1695","1448","871","615","41927"
"37000","North Okanagan","2014","M","352","1543","2040","2055","2521","2277","1895","2085","2125","2319","2560","3267","3358","3078","2920","2318","1680","1243","637","291","40564"
"37000","North Okanagan","2014","F","350","1406","2003","2050","2400","2031","1958","2255","2309","2291","2757","3602","3623","3290","2995","2341","1803","1457","867","659","42447"
"37000","North Okanagan","2015","M","356","1543","2177","2073","2553","2306","1934","2078","2186","2321","2566","3157","3505","3173","3104","2365","1718","1283","675","314","41387"
"37000","North Okanagan","2015","F","314","1416","2046","2104","2335","2064","1879","2288","2361","2377","2697","3589","3763","3451","3146","2462","1824","1487","923","674","43200"
"39000","Columbia-Shuswap","1986","M","307","1297","1588","1552","1685","1585","1709","1804","1646","1351","1122","1063","1099","1037","864","675","456","212","77","32","21161"
"39000","Columbia-Shuswap","1986","F","285","1174","1516","1462","1587","1471","1681","1721","1606","1250","1048","969","1060","1105","943","646","437","225","131","100","20417"
"39000","Columbia-Shuswap","1987","M","330","1290","1524","1525","1586","1523","1614","1772","1614","1394","1134","1040","1109","1069","868","721","447","225","89","34","20908"
"39000","Columbia-Shuswap","1987","F","282","1189","1435","1443","1494","1372","1618","1729","1566","1303","1063","948","1071","1103","976","700","449","253","133","100","20227"
"39000","Columbia-Shuswap","1988","M","277","1290","1548","1535","1529","1475","1592","1731","1665","1436","1198","1035","1117","1076","914","695","459","254","88","33","20947"
"39000","Columbia-Shuswap","1988","F","244","1159","1461","1441","1471","1317","1583","1738","1584","1382","1103","952","1050","1125","1009","703","484","272","137","99","20314"
"39000","Columbia-Shuswap","1989","M","297","1254","1600","1529","1490","1331","1524","1736","1700","1500","1241","1078","1124","1085","1025","667","481","262","106","21","21051"
"39000","Columbia-Shuswap","1989","F","262","1137","1505","1420","1390","1244","1522","1745","1653","1436","1129","1026","1020","1119","1083","721","503","286","158","100","20459"
"39000","Columbia-Shuswap","1990","M","288","1235","1640","1582","1475","1291","1504","1732","1775","1559","1268","1089","1130","1143","1030","706","485","282","112","27","21353"
"39000","Columbia-Shuswap","1990","F","263","1135","1541","1472","1366","1149","1483","1726","1734","1525","1206","1061","1036","1153","1082","760","531","302","147","102","20774"
"39000","Columbia-Shuswap","1991","M","304","1209","1671","1607","1521","1251","1402","1767","1795","1682","1295","1107","1159","1179","1063","720","516","303","119","43","21713"
"39000","Columbia-Shuswap","1991","F","262","1187","1516","1556","1369","1114","1369","1761","1773","1603","1233","1112","1040","1157","1065","832","553","326","163","94","21085"
"39000","Columbia-Shuswap","1992","M","292","1224","1744","1641","1529","1266","1385","1729","1836","1704","1382","1160","1137","1207","1086","752","534","304","126","50","22088"
"39000","Columbia-Shuswap","1992","F","248","1170","1589","1599","1366","1139","1329","1790","1800","1628","1351","1127","1068","1149","1077","862","589","349","166","102","21498"
"39000","Columbia-Shuswap","1993","M","292","1270","1772","1703","1524","1303","1370","1753","1893","1784","1468","1253","1144","1250","1124","821","543","289","140","42","22738"
"39000","Columbia-Shuswap","1993","F","243","1164","1579","1665","1375","1218","1294","1782","1880","1708","1456","1211","1095","1175","1104","959","599","384","179","95","22165"
"39000","Columbia-Shuswap","1994","M","288","1321","1798","1816","1599","1358","1338","1824","2019","1872","1622","1325","1225","1270","1137","908","531","312","136","50","23749"
"39000","Columbia-Shuswap","1994","F","269","1155","1641","1745","1433","1228","1305","1817","2005","1796","1582","1312","1202","1160","1105","1035","644","412","193","113","23152"
"39000","Columbia-Shuswap","1995","M","294","1313","1825","1922","1686","1310","1377","1852","2106","1959","1737","1382","1266","1298","1202","925","582","339","148","48","24571"
"39000","Columbia-Shuswap","1995","F","254","1152","1681","1797","1528","1192","1314","1840","2075","1882","1719","1417","1241","1196","1137","1065","656","455","213","119","23933"
"39000","Columbia-Shuswap","1996","M","258","1322","1833","1939","1789","1342","1406","1784","2160","2069","1847","1443","1284","1319","1252","932","613","352","159","57","25160"
"39000","Columbia-Shuswap","1996","F","273","1165","1691","1785","1689","1180","1366","1779","2221","1979","1795","1471","1277","1227","1174","1001","733","474","224","104","24608"
"39000","Columbia-Shuswap","1997","M","245","1215","1799","1992","1745","1360","1371","1686","2101","2143","1864","1538","1344","1286","1283","976","637","364","160","73","25182"
"39000","Columbia-Shuswap","1997","F","246","1148","1674","1782","1677","1209","1276","1736","2208","2027","1790","1567","1294","1256","1197","1016","781","488","244","117","24733"
"39000","Columbia-Shuswap","1998","M","234","1139","1797","1978","1738","1335","1298","1564","2057","2152","1900","1573","1409","1262","1291","1011","675","370","162","73","25018"
"39000","Columbia-Shuswap","1998","F","229","1116","1649","1739","1653","1190","1271","1617","2160","2086","1851","1610","1384","1223","1240","1023","837","488","262","125","24753"
"39000","Columbia-Shuswap","1999","M","229","1062","1722","1937","1766","1331","1279","1410","2010","2119","1888","1643","1421","1281","1276","998","743","366","175","86","24742"
"39000","Columbia-Shuswap","1999","F","228","1041","1591","1751","1645","1202","1219","1500","2094","2140","1840","1677","1444","1257","1198","1024","883","516","259","136","24645"
"39000","Columbia-Shuswap","2000","M","216","992","1659","1911","1889","1339","1231","1371","1992","2140","1926","1727","1447","1301","1264","1033","733","378","185","76","24810"
"39000","Columbia-Shuswap","2000","F","181","1005","1537","1783","1700","1234","1176","1415","2051","2204","1881","1751","1527","1277","1194","1051","878","531","301","137","24814"
"39000","Columbia-Shuswap","2001","M","212","970","1531","1856","1925","1245","1128","1337","1872","2076","1953","1792","1506","1294","1262","1098","720","406","191","79","24453"
"39000","Columbia-Shuswap","2001","F","174","937","1470","1735","1719","1190","1093","1385","1886","2223","1922","1796","1521","1319","1206","1059","867","593","319","149","24563"
"39000","Columbia-Shuswap","2002","M","196","911","1422","1790","1928","1341","1134","1266","1709","2009","2024","1732","1532","1326","1277","1135","769","452","181","85","24219"
"39000","Columbia-Shuswap","2002","F","182","859","1385","1688","1720","1257","1087","1328","1749","2214","1927","1767","1572","1340","1248","1077","880","614","322","145","24361"
"39000","Columbia-Shuswap","2003","M","201","858","1352","1761","1836","1445","1137","1235","1575","1983","2048","1779","1569","1411","1277","1152","812","477","189","85","24182"
"39000","Columbia-Shuswap","2003","F","197","794","1342","1634","1612","1368","1082","1290","1598","2136","2015","1823","1649","1435","1230","1113","885","650","327","143","24323"
"39000","Columbia-Shuswap","2004","M","184","858","1303","1723","1780","1458","1149","1236","1464","1993","2100","1843","1703","1502","1294","1176","819","538","185","92","24400"
"39000","Columbia-Shuswap","2004","F","201","792","1293","1607","1608","1380","1074","1248","1499","2099","2150","1865","1788","1544","1260","1112","898","687","337","136","24578"
"39000","Columbia-Shuswap","2005","M","219","853","1211","1689","1788","1479","1165","1219","1382","1974","2160","1902","1833","1533","1327","1180","856","527","221","77","24595"
"39000","Columbia-Shuswap","2005","F","190","812","1233","1557","1618","1329","1092","1212","1418","2070","2232","1899","1869","1653","1265","1138","926","683","382","132","24710"
"39000","Columbia-Shuswap","2006","M","218","872","1231","1630","1815","1378","1207","1219","1355","1905","2206","2027","1966","1642","1354","1193","915","532","243","90","24998"
"39000","Columbia-Shuswap","2006","F","233","837","1195","1570","1620","1212","1132","1137","1489","1936","2349","1980","2011","1720","1326","1177","950","651","411","209","25145"
"39000","Columbia-Shuswap","2007","M","230","916","1201","1566","1715","1384","1294","1209","1354","1803","2196","2135","1965","1742","1435","1164","935","548","262","91","25145"
"39000","Columbia-Shuswap","2007","F","196","889","1150","1474","1683","1172","1134","1162","1432","1848","2338","2057","2055","1850","1423","1164","961","655","424","208","25275"
"39000","Columbia-Shuswap","2008","M","242","981","1230","1593","1626","1403","1394","1279","1430","1738","2196","2184","2024","1839","1526","1177","966","563","279","106","25776"
"39000","Columbia-Shuswap","2008","F","183","931","1157","1433","1612","1204","1190","1291","1470","1767","2331","2139","2054","1955","1496","1145","996","695","437","216","25702"
"39000","Columbia-Shuswap","2009","M","241","983","1172","1540","1635","1370","1485","1366","1406","1624","2206","2205","2042","1934","1535","1216","992","576","305","109","25942"
"39000","Columbia-Shuswap","2009","F","204","924","1152","1387","1521","1206","1280","1300","1472","1640","2257","2223","2061","1933","1589","1168","1003","695","465","212","25692"
"39000","Columbia-Shuswap","2010","M","241","989","1168","1419","1620","1319","1499","1400","1378","1501","2088","2212","2032","1984","1529","1236","958","614","290","137","25614"
"39000","Columbia-Shuswap","2010","F","210","936","1173","1297","1482","1277","1276","1353","1384","1558","2177","2213","1969","1939","1618","1181","979","724","466","257","25469"
"39000","Columbia-Shuswap","2011","M","265","965","1168","1327","1611","1239","1395","1413","1433","1480","1910","2262","2171","2138","1645","1313","990","654","310","151","25840"
"39000","Columbia-Shuswap","2011","F","210","864","1132","1228","1479","1162","1270","1361","1271","1574","1971","2333","2068","2048","1686","1265","1014","737","447","274","25394"
"39000","Columbia-Shuswap","2012","M","255","941","1188","1235","1612","1268","1383","1444","1419","1466","1808","2178","2175","1962","1653","1335","957","681","326","165","25451"
